Age; Workclass; Education; Years of Education; Marital Status; Occupation; Relationship; Race; Sex; Hours Work per Week; Income
35;4;10;13;5;4;2;2;0;45;1
78;4;13;14;7;3;5;4;0;40;0
61;4;16;10;3;4;1;2;0;45;1
24;4;10;13;5;10;2;2;1;40;0
29;4;16;10;5;1;4;2;1;40;0
36;6;10;13;3;12;1; Other;0;45;0
17;4;1;6;5;5;4;2;0;40;0
27;4;12;9;3;6;1;1;0;80;1
64;4;12;9;3;14;1;2;0;40;0
33;6;12;9;5;4;2;2;0;55;0
32;4;3;8;3;3;3;2;0;40;0
19;4;16;10;5;8;4;2;1;20;0
42;7;2;7;3;5;1;2;0;40;0
24;4;10;13;5;12;4;2;1;15;0
23;4;12;9;5;4;2;1;0;45;0
51;2;15;15;5;10;2;2;0;40;0
31;4;10;13;5;13;2;2;0;60;0
44;4;15;15;3;10;1;2;0;29;1
38;4;13;14;5;4;2;2;1;50;1
44;2;8;12;1;11;2;2;1;56;1
44;6;5;3;3;5;1;2;0;40;0
38;4;12;9;3;3;1;2;0;44;0
36;4;7;5;1;1;5;2;1;40;0
29;4;4;2;5;8;2;2;0;20;0
46;4;8;12;1;12;2;2;1;25;0
47;4;12;9;3;1;1;2;0;40;0
30;4;12;9;3;14;1;2;0;40;1
37;2;12;9;3;11;1;2;0;35;1
27;4;10;13;5;4;2;2;0;45;0
43;4;12;9;1;7;5;2;1;50;0
44;6;15;15;3;10;1;2;0;40;1
31;4;16;10;5;4;5;2;0;60;0
34;4;10;13;3;4;1;2;0;45;1
39;4;10;13;5;12;4;2;0;40;0
36;4;16;10;1;3;5;2;1;40;0
57;4;10;13;3;10;1;2;0;40;1
78;4;6;4;5;7;2;2;1;35;0
24;4;16;10;3;3;1;2;0;40;0
39;4;16;10;5;1;2;2;1;40;0
21;4;8;12;5;12;4;2;0;40;0
34;4;12;9;6;1;2;2;0;40;1
22;4;16;10;5;12;5;2;1;32;0
36;4;16;10;1;1;5;2;1;40;0
61;4;16;10;3;12;1;2;0;40;1
67;?;7;5;3;;1;2;0;15;0
42;4;16;10;6;8;5;1;1;21;0
49;1;9;11;3;3;1;4;0;40;1
58;4;9;11;3;3;1;2;0;40;0
37;2;16;10;3;11;1;2;0;60;0
39;4;12;9;5;13;2;2;0;44;0
25;4;16;10;6;1;3;1;1;40;0
45;5;5;3;3;3;1;2;0;40;1
30;4;10;13;3;1;1;2;0;40;0
49;?;16;10;5;;2;2;0;35;0
36;6;12;9;3;3;1;2;0;40;0
23;4;12;9;5;3;2;2;0;65;0
51;4;16;10;3;1;6;1;1;35;0
55;4;12;9;3;14;1;2;0;60;0
35;4;10;13;5;12;2;2;0;50;0
45;7;13;14;3;1;1;2;0;40;0
36;4;10;13;3;10;1;2;0;48;1
32;2;12;9;3;3;1;2;0;40;0
39;4;12;9;3;4;1;2;0;55;0
47;5;16;10;3;3;1;2;0;40;0
49;4;16;10;3;4;1;2;0;45;1
52;4;16;10;3;4;1;2;0;55;1
44;4;16;10;6;7;2;1;0;40;0
36;4;16;10;3;4;1;2;0;50;1
40;4;16;10;1;3;5;1;1;30;0
17;4;1;6;5;8;4;2;1;6;0
18;4;12;9;5;12;4;2;1;38;0
30;5;16;10;3;4;6;2;1;25;0
66;4;12;9;7;9;2;2;1;50;0
59;4;10;13;5;3;2;2;0;50;0
30;2;12;9;3;1;1;1;0;40;0
50;4;12;9;3;5;1;2;0;50;0
24;4;12;9;5;8;4;2;1;25;0
28;4;15;15;3;10;1;4;0;99;0
44;2;13;14;3;10;6;2;1;40;1
25;4;9;11;5;10;2;2;0;40;0
45;4;13;14;3;4;1;2;0;50;1
20;4;12;9;5;14;2;2;0;40;0
67;4;9;11;1;10;5;2;1;40;0
40;6;15;15;3;10;1;2;0;45;1
52;1;12;9;3;1;1;2;0;40;0
34;4;11;16;5;10;2;2;0;50;1
37;2;8;12;3;10;1;2;0;45;1
17;5;1;6;5;8;4;2;0;4;0
25;4;9;11;3;12;6;2;1;42;1
35;2;10;13;1;10;2;2;0;40;0
63;4;13;14;1;4;2;2;1;40;1
38;2;16;10;5;1;4;3;1;40;0
33;4;10;13;3;1;1;2;0;60;1
51;2;13;14;3;10;6;2;1;40;1
64;7;11;16;3;10;1;2;0;50;1
50;5;16;10;1;11;2;2;0;40;0
18;4;1;6;5;14;2;2;0;56;0
67;4;13;14;5;10;2;2;0;99;0
46;4;12;9;3;3;1;2;0;40;0
60;6;10;13;3;5;1;2;0;50;0
29;4;12;9;5;7;2;2;1;40;0
30;4;16;10;5;8;4;1;1;40;0
56;7;11;16;3;10;2;4;0;40;0
29;4;12;9;3;6;6;2;1;40;1
37;4;10;13;5;1;5;1;1;27;0
55;4;4;2;1;9;5;2;1;30;0
24;4;12;9;5;1;2;2;1;30;0
21;4;12;9;5;3;2;2;0;35;0
46;5;10;13;3;12;1;2;0;70;1
25;4;3;8;3;7;3; Other;0;40;0
40;4;12;9;5;3;4;2;0;28;0
23;4;16;10;6;12;4;2;1;40;0
43;6;16;10;5;14;2;1;0;30;0
29;6;16;10;3;3;1;3;0;60;1
59;4;1;6;7;8;3;4;1;40;0
18;4;16;10;5;8;4;1;0;35;0
28;4;12;9;5;4;4;2;0;32;0
17;4;2;7;5;1;4;2;1;15;0
53;4;12;9;3;7;1;2;0;40;1
22;4;5;3;5;9;3;2;1;40;0
63;4;12;9;4;3;2;2;0;40;0
32;4;13;14;3;12;6;2;1;45;1
40;2;12;9;5;1;5;1;1;35;0
61;6;15;15;3;10;1;2;0;50;1
35;4;12;9;5;3;2;2;0;40;0
43;6;10;13;3;4;1;4;0;50;0
20;?;16;10;5;;4;4;1;40;0
48;6;16;10;1;3;2;2;0;40;0
56;7;10;13;7;10;2;2;1;40;0
51;1;12;9;3;1;1;2;0;40;0
34;4;16;10;5;3;2;2;0;40;0
44;4;16;10;3;12;1;4;0;40;1
61;4;13;14;3;10;1;2;0;40;1
37;4;16;10;3;12;1;2;0;44;1
36;4;10;13;3;4;1;2;0;40;1
34;4;16;10;6;7;2; Other;0;40;0
23;4;16;10;5;12;4;2;1;25;0
63;1;13;14;1;10;2;2;0;40;1
63;?;12;9;7;;2;1;1;11;0
47;2;13;14;3;4;1;2;0;41;1
55;5;12;9;1;12;5;2;1;50;1
31;2;10;13;5;11;4;1;0;48;0
27;4;16;10;1;8;2;2;0;40;0
58;4;10;13;1;1;2;2;1;40;1
28;2;16;10;3;11;1;2;0;48;0
52;4;6;4;1;7;2;2;1;64;0
31;1;12;9;3;1;1;1;0;50;0
53;4;16;10;1;1;5;2;1;38;0
43;4;16;10;1;13;2;2;1;50;0
43;2;12;9;4;5;5;1;0;40;0
50;5;13;14;1;4;2;2;0;80;1
68;?;12;9;3;;1;2;0;35;0
37;4;2;7;3;8;1;2;0;40;0
26;4;12;9;1;7;2;2;0;40;0
22;4;2;7;5;12;2;2;1;40;0
22;4;16;10;3;12;1;2;0;55;0
59;4;16;10;3;3;1;2;0;50;1
30;4;16;10;3;7;1;2;0;40;0
24;4;12;9;6;8;2;2;1;55;0
30;4;12;9;3;3;1;2;0;40;0
50;2;10;13;1;11;2;2;0;40;1
38;4;3;8;3;8;1;2;0;40;0
29;4;12;9;3;1;1;2;0;40;0
76;4;12;9;3;12;1;2;0;24;0
21;4;9;11;5;3;5;2;0;40;0
65;4;16;10;7;8;5;2;1;24;0
43;4;12;9;3;4;1;2;0;45;1
29;4;10;13;3;10;6;2;1;24;0
32;4;10;13;5;12;2;2;0;45;0
37;4;8;12;3;4;1;2;0;65;1
64;4;12;9;3;4;1;2;0;16;0
49;4;16;10;3;3;1;2;0;40;1
44;4;10;13;3;4;1;2;0;40;1
68;?;12;9;3;;1;2;0;15;0
34;4;10;13;3;4;1;2;0;40;1
35;4;16;10;3;4;1;2;0;36;0
53;4;16;10;1;1;2;2;1;43;0
24;4;9;11;5;12;5;4;0;50;0
31;4;16;10;1;1;5;2;1;40;0
25;4;16;10;3;14;1;2;0;38;0
36;4;12;9;3;7;1;2;0;45;0
29;4;16;10;5;12;2;2;0;60;0
37;4;12;9;3;14;1;2;0;50;1
42;6;11;16;5;10;2;2;1;45;0
30;4;12;9;1;3;2;2;1;40;0
32;5;16;10;5;4;2;2;0;70;0
47;6;10;13;5;4;2;1;0;45;1
44;4;12;9;1;3;2;2;0;40;1
19;4;12;9;5;12;4;2;0;40;0
22;4;12;9;3;4;1;2;0;48;0
51;4;7;5;3;3;1;2;0;50;1
69;4;12;9;3;3;1;2;0;16;0
73;?;2;7;3;;1;2;0;8;0
18;?;2;7;5;;3;2;1;20;0
33;6;12;9;5;10;2;2;0;40;0
22;2;16;10;5;1;2;2;1;55;0
33;4;10;13;5;13;2;2;1;45;1
20;1;16;10;5;1;3;2;1;40;0
28;6;16;10;3;3;1;2;0;40;0
25;4;12;9;5;6;2;2;1;40;0
27;4;12;9;5;8;2;2;0;48;0
22;4;12;9;5;14;4;2;0;40;0
67;6;12;9;3;5;1;2;0;35;0
31;5;12;9;3;4;1;2;0;40;0
36;?;16;10;5;;5;2;1;25;0
43;1;15;15;3;10;1;4;0;50;1
33;4;10;13;5;10;2;2;1;40;0
37;6;12;9;3;10;6;2;1;35;1
27;4;12;9;3;14;1;1;0;60;0
36;4;16;10;5;14;2;2;0;40;0
33;4;8;12;1;12;2;2;1;45;0
63;4;10;13;3;12;1;2;0;40;1
48;4;10;13;1;8;5;2;1;56;1
25;4;12;9;5;6;3;2;0;45;0
41;6;12;9;3;8;1;2;0;10;0
26;4;12;9;5;8;2;2;0;40;0
23;4;16;10;5;1;4;1;1;40;0
33;7;12;9;5;8;5;1;1;40;0
30;7;13;14;3;10;1;4;0;17;0
67;6;12;9;7;8;2;2;1;20;0
32;4;12;9;3;12;1;2;0;55;1
48;6;12;9;1;3;2;2;0;60;1
51;4;12;9;7;8;2;2;1;24;0
39;4;13;14;5;12;2;4;0;40;0
40;5;10;13;3;10;1;2;0;60;0
40;4;12;9;3;14;1;1;0;40;1
19;4;12;9;5;7;3;2;0;40;0
28;4;12;9;1;6;5;2;1;36;0
47;4;10;13;3;10;1;2;0;60;1
20;4;16;10;5;10;2;2;1;20;0
41;4;12;9;7;4;3;2;0;40;0
29;4;16;10;3;8;6;3;1;40;0
40;4;10;13;3;4;1;2;0;50;1
61;4;12;9;7;4;2;2;1;40;0
25;4;2;7;5;3;2;2;0;40;0
26;4;12;9;3;7;1;2;0;40;0
43;4;10;13;5;1;2;2;1;40;0
17;4;6;4;5;3;2;2;0;45;0
43;2;13;14;1;10;5;1;1;40;1
73;4;12;9;3;7;1;2;0;40;0
46;2;16;10;1;7;4;2;1;40;0
19;4;16;10;5;8;4;2;0;20;0
37;4;12;9;1;7;2;2;0;40;0
26;4;16;10;3;1;1;2;0;40;0
47;4;12;9;1;12;4;2;0;40;0
47;2;13;14;5;10;2;2;0;40;0
29;4;10;13;5;10;2;2;0;40;0
29;4;12;9;5;1;2;2;1;40;0
33;4;10;13;3;4;4;2;0;55;0
20;4;12;9;5;14;3;2;0;40;0
28;4;1;6;3;3;6; Other;1;48;0
26;4;10;13;5;10;2;2;0;45;0
41;7;13;14;3;10;1;2;0;40;0
67;?;6;4;3;;1;2;0;40;0
43;4;10;13;3;12;1;2;0;50;0
35;4;7;5;3;6;1;2;0;46;0
18;4;3;8;5;8;4;2;1;25;0
55;7;16;10;1;1;2;2;0;40;0
44;4;12;9;1;7;4;1;1;40;0
64;4;12;9;7;9;2;2;1;15;0
34;6;9;11;3;3;1;2;0;75;0
38;4;16;10;3;12;1;2;0;60;1
25;4;12;9;5;8;4;2;1;8;0
21;4;16;10;5;14;4;1;0;40;0
37;4;4;2;3;8;1;2;0;53;0
39;4;16;10;1;12;5;2;1;40;0
34;4;16;10;1;1;2;2;1;50;0
23;4;10;13;5;4;2;2;1;45;0
54;4;16;10;3;3;1;2;0;40;1
49;5;13;14;6;4;2;2;0;70;1
25;4;12;9;3;1;6;2;1;40;0
51;4;8;12;3;12;1;2;0;50;0
29;4;12;9;5;5;5;2;0;35;0
27;7;10;13;3;11;6;1;1;48;0
53;4;12;9;3;9;3;2;1;40;0
68;4;10;13;3;10;1;2;0;55;1
56;4;12;9;3;12;1;2;0;40;1
30;4;11;16;5;10;2;2;0;40;0
24;4;12;9;1;12;5;3;1;48;0
70;?;7;5;7;;5;2;1;25;0
24;4;16;10;5;12;4;2;1;40;0
74;?;8;12;7;;2;2;1;20;0
23;?;16;10;5;;2;2;1;25;0
41;2;13;14;3;4;1;2;0;55;0
45;4;12;9;5;12;4;2;1;19;0
35;4;12;9;3;7;1;2;0;40;0
21;4;12;9;5;6;2;2;0;40;0
45;4;2;7;6;1;5;1;1;25;0
18;4;2;7;5;12;2;2;1;30;0
49;4;10;13;5;9;2;2;0;25;0
49;4;9;11;6;10;4;2;1;36;0
45;2;10;13;3;10;1;2;0;37;0
27;4;12;9;5;6;3;4;0;40;0
28;4;16;10;3;4;1;4;0;40;0
35;4;10;13;3;10;1;2;0;45;1
33;4;16;10;5;7;2;2;0;40;0
35;4;2;7;3;12;1;2;0;35;0
19;4;12;9;5;3;3;2;0;40;0
33;4;16;10;5;8;2;2;1;28;0
28;4;12;9;1;12;2;3;0;40;1
49;4;16;10;4;1;2;2;1;40;0
61;?;12;9;3;;1;2;0;32;0
39;5;16;10;3;10;1;2;0;25;0
22;4;12;9;6;1;5;2;1;40;0
42;4;1;6;3;3;1;2;0;40;0
22;4;16;10;5;1;4;2;0;40;0
18;4;12;9;5;3;4;2;0;40;0
49;2;7;5;7;6;5;2;0;40;1
33;5;11;16;3;10;1;2;0;40;1
28;4;12;9;3;3;1;2;0;45;0
42;4;6;4;4;10;3;2;0;35;0
20;4;16;10;5;8;4;2;0;25;0
50;2;16;10;3;11;1;2;0;48;0
32;4;16;10;3;4;1;2;0;40;1
31;1;12;9;6;6;5;2;1;40;0
29;4;9;11;5;8;2;1;0;40;0
46;1;16;10;3;8;1;2;0;40;0
32;5;11;16;5;10;2;2;0;77;0
61;4;12;9;7;1;5;2;1;24;0
43;6;2;7;3;3;1;2;0;55;0
35;4;12;9;5;6;2;2;1;40;0
39;7;10;13;3;10;1;2;0;40;0
18;?;2;7;5;;4;2;0;35;0
42;6;16;10;3;5;1;2;0;60;0
23;4;10;13;5;10;2;2;1;40;0
32;4;10;13;3;12;1;2;0;45;0
52;4;12;9;3;14;1;2;0;85;1
36;4;8;12;3;13;1;2;0;40;1
38;4;16;10;3;10;1;2;0;50;1
50;4;12;9;7;12;2;2;1;72;1
23;?;8;12;5;;4;2;0;40;0
71;4;15;15;3;10;1;2;0;12;1
27;4;12;9;5;8;3;1;1;30;0
56;4;12;9;3;3;1;2;0;60;0
28;6;16;10;5;10;5;2;0;40;0
45;4;12;9;3;3;1;2;0;40;0
28;4;12;9;3;7;6;2;1;40;0
28;2;16;10;3;11;1;2;0;40;0
18;4;16;10;5;7;2;2;1;15;0
62;4;6;4;1;6;2;2;0;40;0
35;4;3;8;6;7;5;2;1;40;0
39;4;1;6;3;7;1;2;0;60;0
24;4;16;10;5;1;2;1;0;20;0
58;4;7;5;1;5;2;1;0;40;0
48;4;12;9;1;12;2;2;0;40;0
57;4;10;13;3;4;1;2;0;50;1
31;4;10;13;3;12;1;2;0;60;0
25;4;12;9;3;12;1;2;0;40;0
34;4;10;13;3;10;6;2;1;36;1
29;6;6;4;3;5;1;2;0;72;0
38;4;8;12;1;4;5;1;1;40;0
21;4;16;10;5;8;4;2;1;40;0
34;6;12;9;3;5;1;2;0;70;0
50;4;10;13;5;12;5;2;1;32;0
50;4;12;9;1;10;5;1;1;40;0
49;1;9;11;1;4;5;1;1;45;0
30;4;10;13;5;10;2;2;0;70;0
29;7;13;14;3;10;1;4;0;20;0
22;7;16;10;5;1;2; Other;0;20;0
42;4;12;9;3;14;1;2;0;50;0
19;?;16;10;5;;4;2;0;40;0
31;4;16;10;1;8;5;2;1;48;0
42;6;10;13;3;10;1;2;0;21;0
20;4;16;10;5;8;4;2;0;20;0
51;?;12;9;3;;1;2;0;40;0
50;4;1;6;3;3;1;2;0;40;1
27;5;7;5;5;3;4;2;0;40;0
26;4;2;7;5;8;2;2;0;40;0
61;?;12;9;3;;1;2;0;40;1
20;4;16;10;5;11;4;2;0;40;0
51;4;16;10;3;3;1;2;0;40;1
52;4;12;9;3;7;1;2;0;40;0
33;4;12;9;1;1;2;2;0;38;0
31;4;10;13;3;1;1;4;0;60;0
24;4;16;10;3;8;6;2;1;40;0
56;4;10;13;3;7;1;2;0;40;0
19;?;16;10;5;;4;2;0;40;0
29;4;2;7;3;3;1;2;0;50;0
18;4;12;9;5;12;3;2;1;30;0
43;4;16;10;3;7;1;1;0;50;0
43;7;11;16;4;10;5;2;0;64;1
21;4;12;9;3;1;1;2;0;40;0
51;4;12;9;3;1;6;2;1;40;0
20;?;2;7;3;;3;2;1;39;0
41;4;16;10;3;14;1;2;0;65;1
45;7;16;10;3;10;1;2;0;40;1
20;4;12;9;5;8;2;2;1;30;0
28;4;10;13;3;4;6;2;1;60;1
50;2;13;14;3;10;6;2;1;40;1
47;4;10;13;1;3;2;2;0;40;0
80;6;6;4;7;5;2;2;0;35;0
47;6;12;9;3;1;6;2;1;35;0
19;?;16;10;5;;4;2;0;84;0
45;4;12;9;3;12;1;2;0;50;0
17;4;2;7;5;6;4;2;0;12;0
37;4;12;9;3;3;1;2;0;50;0
27;4;16;10;5;7;2;2;1;40;0
17;4;3;8;5;8;4;2;0;16;0
18;6;12;9;5;5;4;2;0;40;0
57;4;12;9;3;6;1;2;0;40;0
26;4;12;9;6;1;5;2;1;40;0
26;4;13;14;5;4;4;2;1;40;0
36;6;10;13;3;10;1;2;0;45;1
51;4;12;9;3;5;1;2;0;80;1
38;4;16;10;5;8;2;2;0;40;0
77;?;5;3;3;;1;2;0;20;0
51;4;12;9;5;3;2;2;0;40;1
24;4;2;7;5;6;2;2;0;40;0
35;4;12;9;1;5;2;2;0;65;0
35;?;1;6;1;;2;2;0;99;0
51;5;10;13;3;4;1;2;0;40;1
28;4;10;13;3;4;1;2;0;40;1
37;4;12;9;3;14;1;2;0;40;0
43;4;12;9;3;4;1;2;0;40;0
23;4;12;9;5;6;2;2;0;30;0
42;4;10;13;3;12;6;2;1;40;0
58;4;16;10;3;1;6;2;1;40;1
52;2;12;9;3;8;6;1;1;20;0
29;4;12;9;1;12;2;3;1;50;0
27;4;16;10;3;3;1;2;0;60;0
28;4;16;10;5;1;4;1;1;40;0
59;4;8;12;3;3;1;2;0;20;1
28;4;12;9;5;6;4;2;0;40;0
24;4;16;10;5;3;2;2;0;40;0
20;4;1;6;4;6;2;2;0;40;0
54;4;10;13;3;4;1;2;0;40;1
65;4;12;9;1;8;2;2;0;25;0
18;?;16;10;5;;4;2;0;30;0
38;4;16;10;3;3;1;2;0;40;1
29;4;12;9;3;7;1;2;0;40;0
27;4;12;9;5;1;4;1;1;40;0
36;4;13;14;3;8;1;2;0;40;0
55;7;12;9;3;11;1;2;0;40;0
22;4;5;3;5;7;2;2;0;30;0
28;4;10;13;5;10;2;2;1;40;0
20;4;16;10;5;12;4;2;1;30;0
24;4;10;13;3;10;1;2;0;40;0
36;4;13;14;3;4;1;2;0;50;1
68;5;12;9;3;12;1;2;0;40;0
49;6;12;9;1;12;2;2;0;50;1
18;4;6;4;5;7;4;2;0;40;0
50;6;11;16;1;10;2;2;1;60;1
37;4;3;8;6;9;5;1;1;40;0
60;4;13;14;3;4;1;2;0;50;1
43;4;16;10;3;3;1;2;0;40;0
43;5;11;16;3;10;6;2;1;70;1
17;4;2;7;5;9;4;2;1;9;0
43;4;16;10;5;4;2;2;1;50;0
39;4;16;10;3;12;1;2;0;26;0
21;6;16;10;5;1;4;2;1;15;0
42;6;11;16;5;10;2;2;0;7;0
48;6;16;10;3;5;1;2;0;60;1
56;4;10;13;5;4;2;2;0;45;1
21;4;8;12;5;8;4;2;1;30;0
28;2;8;12;3;11;1;4;0;40;1
39;6;12;9;3;3;1;2;0;40;1
40;4;6;4;3;12;1;2;0;40;0
38;2;8;12;5;10;2;2;0;40;0
59;4;16;10;3;10;1;2;0;36;1
51;1;12;9;3;13;1;2;0;40;0
19;4;12;9;5;6;4;2;0;16;0
23;4;12;9;5;7;2;2;1;40;0
31;4;10;13;1;10;2;2;1;40;0
42;4;8;12;3;10;1;1;0;40;0
43;4;12;9;3;3;1;2;0;40;1
45;4;16;10;3;3;1;2;0;55;1
34;4;16;10;3;7;1;2;0;35;0
21;4;12;9;5;7;4;2;0;30;0
34;4;16;10;3;4;1;2;0;40;1
55;5;16;10;3;12;1;2;0;40;1
30;4;9;11;5;10;2;2;1;40;0
29;4;12;9;3;7;1;2;0;48;0
19;4;16;10;5;1;4;2;1;20;0
45;6;10;13;1;10;2;2;0;35;0
42;4;10;13;3;8;1;4;0;72;1
32;4;10;13;5;12;2;2;1;40;0
90;6;16;10;3;5;1;2;0;40;0
44;7;10;13;3;11;1;2;0;44;1
34;6;12;9;3;10;1;2;0;40;1
35;4;3;8;6;8;2;2;1;30;0
39;6;16;10;5;3;2;2;0;25;0
29;4;10;13;5;10;2;1;0;40;0
24;4;12;9;5;8;5;2;1;32;0
49;4;16;10;3;8;1;2;0;17;0
52;6;16;10;3;3;1;4;0;40;1
54;4;10;13;3;4;1;4;0;60;1
31;4;7;5;1;14;2;2;0;40;0
44;4;16;10;1;4;2;2;1;50;0
18;?;16;10;5;;4;2;1;30;0
27;6;12;9;3;12;1;2;0;40;0
24;4;12;9;5;6;4;2;0;40;0
30;4;12;9;3;6;1;2;0;60;0
27;4;16;10;1;4;4;2;1;40;0
34;7;10;13;3;1;1;2;0;20;0
25;7;16;10;3;4;6;2;1;19;0
39;4;12;9;1;4;5;2;1;40;0
28;4;16;10;3;13;1;2;0;40;1
51;6;12;9;3;3;1;2;0;70;0
21;?;12;9;3;;3;2;1;35;0
33;4;16;10;5;12;2;4;0;26;0
27;4;9;11;5;6;4;2;1;38;0
29;4;12;9;5;4;2;2;0;40;0
33;7;1;6;3;6;1;2;0;40;0
37;4;12;9;3;12;1;2;0;50;1
20;4;12;9;5;6;4;2;0;40;0
24;4;10;13;5;4;2;2;1;40;0
29;4;12;9;5;8;4;2;1;35;0
31;4;10;13;3;4;1;2;0;45;1
41;4;16;10;3;3;1;2;0;40;0
42;6;16;10;3;3;1;2;0;40;0
20;4;16;10;5;12;2;2;1;30;0
54;4;7;5;6;3;5;2;0;40;0
55;4;10;13;4;3;5;2;1;55;0
21;4;12;9;3;6;1;2;0;32;0
52;4;9;11;3;4;1;2;0;45;1
19;4;12;9;5;1;4;2;0;40;0
33;4;9;11;3;3;1;1;0;40;0
22;4;12;9;6;8;5;1;1;35;0
59;4;12;9;5;4;5;2;1;38;0
17;?;1;6;5;;4;2;0;40;0
31;4;3;8;5;12;4;2;0;32;0
74;6;12;9;3;12;1;2;0;40;1
45;4;1;6;1;8;5;1;1;40;0
36;4;12;9;5;1;2;2;1;40;0
35;5;16;10;1;4;2;2;0;60;0
45;4;16;10;1;3;2;2;0;40;0
42;6;12;9;5;5;4;2;0;85;0
50;7;13;14;1;10;5;2;1;40;0
39;4;12;9;1;4;3;2;1;40;0
44;4;16;10;6;4;2;2;0;45;0
52;4;4;2;3;5;1;2;0;56;1
24;4;10;13;5;10;2;2;0;43;0
56;5;7;5;3;14;1;2;0;99;0
27;4;12;9;3;7;1;2;0;50;1
47;5;10;13;3;4;1;2;0;45;1
40;6;15;15;3;10;1;3;0;60;1
38;4;12;9;5;10;2;2;0;40;0
27;4;9;11;1;12;2;2;1;40;0
52;4;12;9;1;1;5;2;1;38;0
22;4;12;9;1;12;4;2;0;40;0
41;4;16;10;3;3;1;2;0;40;0
30;4;12;9;1;1;5;2;1;20;0
55;4;10;13;3;8;3;4;0;35;0
25;4;16;10;5;1;4;2;0;40;0
32;4;10;13;3;10;3;2;0;40;0
28;4;16;10;6;8;2;2;1;60;0
33;5;12;9;3;4;1;2;0;50;0
17;4;12;9;5;5;4;1;0;40;0
27;4;12;9;3;14;1;2;0;40;0
55;4;9;11;3;7;1;2;0;20;0
63;1;16;10;3;13;1;2;0;18;1
39;4;12;9;3;8;6;2;1;40;0
51;1;11;16;3;10;1;2;0;52;1
67;6;6;4;3;3;1;2;0;40;0
41;5;10;13;3;4;1;2;0;72;0
27;4;12;9;7;3;5;2;1;26;0
54;4;13;14;3;4;1;2;0;45;1
59;4;1;6;3;14;1;1;0;40;1
18;4;12;9;5;1;2;2;1;25;0
19;4;12;9;5;3;4;2;0;20;0
31;4;12;9;3;7;1;2;0;50;0
17;4;2;7;5;8;4;2;1;7;0
42;4;12;9;3;13;1;4;0;40;1
37;4;16;10;4;10;2;2;1;30;0
51;2;12;9;3;3;1;2;0;40;0
48;4;12;9;5;1;2;2;1;40;0
23;4;12;9;5;14;4;2;0;40;0
27;4;9;11;3;12;1;2;0;45;0
25;4;12;9;5;6;4;2;0;40;0
69;4;8;12;1;1;2;2;1;6;0
30;4;10;13;5;4;2;2;0;44;0
33;4;12;9;3;6;1;2;0;35;0
28;4;12;9;5;6;4;2;0;48;0
45;4;5;3;3;7;1;2;0;40;0
25;4;16;10;5;1;4;2;0;15;0
37;4;9;11;3;3;1;2;0;45;1
59;4;14;1;5;7;2;2;0;40;0
26;4;12;9;5;8;4;2;1;30;0
48;4;16;10;6;8;2;2;1;25;0
64;1;12;9;3;1;1;2;0;40;0
39;4;10;13;3;13;1;2;0;50;0
24;4;10;13;5;1;2;2;0;40;0
40;7;13;14;5;4;2;2;1;35;0
46;4;13;14;4;4;2;2;0;70;1
35;1;16;10;3;11;1;1;0;40;1
43;4;12;9;3;1;6;2;1;40;1
31;4;12;9;6;14;2;2;0;40;0
22;4;16;10;5;1;2;2;1;25;0
35;4;16;10;5;8;2;2;0;30;0
35;4;12;9;6;14;2;2;0;50;0
35;7;16;10;1;13;5;2;1;40;0
40;4;15;15;3;10;1;2;0;40;1
50;4;13;14;5;10;5;2;1;40;0
48;6;15;15;1;10;5;2;0;63;1
70;?;13;14;3;;1;2;0;8;0
46;4;12;9;1;1;2;2;1;40;0
36;4;12;9;1;7;5;2;1;38;0
37;7;10;13;3;10;1;2;0;36;1
24;4;7;5;3;12;1;2;0;45;0
47;2;10;13;6;10;2;2;1;70;0
35;6;12;9;1;3;2;2;0;50;0
43;4;10;13;3;1;1;4;0;40;0
18;7;2;7;5;8;4;2;0;20;0
54;4;12;9;3;8;1;2;0;50;0
62;4;12;9;5;8;3;1;1;38;0
36;4;10;13;3;3;1;2;0;48;1
27;4;7;5;3;5;1;3;0;40;0
23;4;16;10;5;1;3;4;0;14;0
61;?;10;13;3;;1;2;0;15;1
39;6;10;13;1;3;2;1;0;60;0
33;6;5;3;3;3;1;2;0;50;1
28;4;4;2;5;7;2;2;1;40;0
22;4;12;9;5;1;4;2;0;20;0
31;6;9;11;3;5;1;2;0;60;1
26;4;10;13;5;8;2;2;0;30;0
44;4;10;13;1;4;2;2;0;50;1
73;4;10;13;3;10;1;2;0;30;0
44;4;10;13;1;12;5;2;1;35;0
35;4;9;11;1;4;2;2;0;45;0
33;4;10;13;3;8;6;2;1;40;0
27;4;10;13;5;1;2;2;1;40;0
47;1;10;13;3;11;1;1;0;50;1
29;4;12;9;3;3;1;2;0;45;1
33;4;16;10;3;8;6;2;1;26;0
50;4;16;10;1;8;2;2;1;15;0
32;4;12;9;3;6;1;2;0;40;0
41;6;13;14;1;6;5;2;0;40;0
19;?;16;10;5;;4;2;1;35;0
45;4;12;9;3;12;1;2;0;60;1
65;4;12;9;7;1;2;2;1;36;0
42;7;16;10;6;13;5;2;1;40;0
33;6;10;13;3;10;1;1;0;25;1
32;4;10;13;3;12;1;2;0;60;1
42;4;16;10;3;10;1;2;0;40;1
49;4;16;10;6;4;2;2;1;45;1
